modelo,MAE,RMSE,R2,MedAE,SMAPE,Spearman,VarRatio
Indicator Kriging (real),0.29965804568143783,0.5511339851074101,-0.15206125320114605,0.14567172318962854,89.50842858733809,0.2643726383643575,0.35582888262286727
Transformer espacial,0.23089547916075112,0.5268682253719256,-0.05284684856119326,0.08936825394630432,79.5282210895089,0.2866020418608704,0.12327235913078131
